domain,task,proposal_active,fallback_policy,candidate_policy,predicted_advantage,support_radius,reason
or_gym_online_knapsack,ExternalKnapsack-confirmation-c330-h35-balanced-s31006-v0,True,ratio_threshold_1_25,dynamic_reserve,51.41017083700236,1.4186505716505542,positive_fit_prediction_pending_pilot_verification
or_gym_online_knapsack,ExternalKnapsack-confirmation-c330-h35-bulky-s31007-v0,True,ratio_threshold_1_25,dynamic_reserve,79.49121719762411,1.4186505716505542,positive_fit_prediction_pending_pilot_verification
or_gym_online_knapsack,ExternalKnapsack-confirmation-c330-h35-volatile-s31008-v0,True,ratio_threshold_1_25,dynamic_reserve,134.8694845838337,1.4186505716505542,positive_fit_prediction_pending_pilot_verification
or_gym_online_knapsack,ExternalKnapsack-confirmation-c330-h55-balanced-s31009-v0,True,ratio_threshold_1_25,dynamic_reserve,76.52815114887726,1.4186505716505542,positive_fit_prediction_pending_pilot_verification
or_gym_online_knapsack,ExternalKnapsack-confirmation-c330-h55-bulky-s31010-v0,True,ratio_threshold_1_25,dynamic_reserve,96.3801662311698,1.4186505716505542,positive_fit_prediction_pending_pilot_verification
or_gym_online_knapsack,ExternalKnapsack-confirmation-c330-h55-volatile-s31011-v0,True,ratio_threshold_1_25,dynamic_reserve,151.89690415607208,1.4186505716505542,positive_fit_prediction_pending_pilot_verification
safety_gymnasium_point_goal,ExternalPointGoal-confirmation-l0-cw0p75-s61000-v0,True,goal_greedy,hazard_aware_strict,8.874967016928275,0.9712892348717647,positive_fit_prediction_pending_pilot_verification
safety_gymnasium_point_goal,ExternalPointGoal-confirmation-l0-cw2p5-s71000-v0,True,goal_greedy,hazard_aware_strict,8.842600067959461,1.0055402085998906,positive_fit_prediction_pending_pilot_verification
safety_gymnasium_point_goal,ExternalPointGoal-confirmation-l0-cw6p0-s81000-v0,False,goal_greedy,hazard_aware_strict,,,outside_calibration_support
safety_gymnasium_point_goal,ExternalPointGoal-confirmation-l1-cw0p75-s91000-v0,True,goal_greedy,hazard_aware_strict,82.06172335070451,0.9712892348717647,positive_fit_prediction_pending_pilot_verification
safety_gymnasium_point_goal,ExternalPointGoal-confirmation-l1-cw2p5-s101000-v0,True,goal_greedy,hazard_aware_strict,108.98836960381615,1.0055402085998906,positive_fit_prediction_pending_pilot_verification
safety_gymnasium_point_goal,ExternalPointGoal-confirmation-l1-cw6p0-s111000-v0,True,goal_greedy,hazard_aware_strict,199.84456723086674,1.0619688214715994,positive_fit_prediction_pending_pilot_verification
safety_gymnasium_point_goal,ExternalPointGoal-confirmation-l2-cw0p75-s121000-v0,True,goal_greedy,hazard_aware_strict,106.2100677415052,1.0693001345636208,positive_fit_prediction_pending_pilot_verification
safety_gymnasium_point_goal,ExternalPointGoal-confirmation-l2-cw2p5-s131000-v0,True,goal_greedy,hazard_aware_strict,125.70229094054824,1.1005049346146119,positive_fit_prediction_pending_pilot_verification
safety_gymnasium_point_goal,ExternalPointGoal-confirmation-l2-cw6p0-s141000-v0,False,goal_greedy,hazard_aware_strict,,,outside_calibration_support
