domain,task,policy,episodes,mean_utility,cvar_5_utility,failure_probability,mean_cost,mean_steps,mean_successes,score
gymnasium_frozenlake,ExternalFrozenLake-development-m8-det-r60-v0,nominal_value_iteration,100,98.6,98.6,0.0,0.0,14,1,147.89999999999998
gymnasium_frozenlake,ExternalFrozenLake-development-m8-det-r60-v0,hazard_averse_value_iteration,100,98.6,98.6,0.0,0.0,14,1,147.89999999999998
gymnasium_frozenlake,ExternalFrozenLake-development-m8-det-r60-v0,short_path_value_iteration,100,98.6,98.6,0.0,0.0,14,1,147.89999999999998
gymnasium_frozenlake,ExternalFrozenLake-development-m8-det-r80-v0,nominal_value_iteration,100,98.6,98.6,0.0,0.0,14,1,147.89999999999998
gymnasium_frozenlake,ExternalFrozenLake-development-m8-det-r80-v0,hazard_averse_value_iteration,100,98.6,98.6,0.0,0.0,14,1,147.89999999999998
gymnasium_frozenlake,ExternalFrozenLake-development-m8-det-r80-v0,short_path_value_iteration,100,98.6,98.6,0.0,0.0,14,1,147.89999999999998
gymnasium_frozenlake,ExternalFrozenLake-development-m8-slip-r40-v0,nominal_value_iteration,100,88.037,2.12,0.03,0.03,79.13,0.97,89.09700000000001
gymnasium_frozenlake,ExternalFrozenLake-development-m8-slip-r40-v0,hazard_averse_value_iteration,100,88.851,27.16,0.02,0.02,84.49,0.98,102.431
gymnasium_frozenlake,ExternalFrozenLake-development-m8-slip-r40-v0,short_path_value_iteration,100,63.822,-47.44,0.22,0.22,64.78,0.78,40.102000000000004
gymnasium_frozenlake,ExternalFrozenLake-development-m8-slip-r60-v0,nominal_value_iteration,100,84.571,-39.56,0.08,0.08,46.29,0.92,64.791
gymnasium_frozenlake,ExternalFrozenLake-development-m8-slip-r60-v0,hazard_averse_value_iteration,100,92.399,60.6,0.01,0.01,62.51,0.99,122.699
gymnasium_frozenlake,ExternalFrozenLake-development-m8-slip-r60-v0,short_path_value_iteration,100,49.436,-40.199999999999996,0.35,0.35,33.14,0.65,29.336000000000002
gymnasium_frozenlake,ExternalFrozenLake-development-m8-slip-r80-v0,nominal_value_iteration,100,86.47,-38.1,0.08,0.08,27.3,0.92,67.42
gymnasium_frozenlake,ExternalFrozenLake-development-m8-slip-r80-v0,hazard_averse_value_iteration,100,95.032,87.48,0.0,0.0,49.68,1,138.772
gymnasium_frozenlake,ExternalFrozenLake-development-m8-slip-r80-v0,short_path_value_iteration,100,68.565,-37.16,0.22,0.22,17.35,0.78,49.985
